1	14.0	15
1	14.0	15
1	14.0	15
1	14.0	15
1	14.0	15
1	14.0	14
1	14.0	14
1	14.0	14
1	14.0	14
1	14.0	13
3	14.0	15
3	14.0	15
3	14.0	15
3	14.0	15
3	14.0	15
3	14.0	15
3	14.0	14
3	14.0	14
3	14.0	14
3	14.0	14
5	14.0	15
5	14.0	15
5	14.0	15
5	14.0	15
5	14.0	14
5	14.0	14
5	14.0	14
5	14.0	14
5	14.0	14
5	14.0	13
7	14.0	15
7	14.0	15
7	14.0	15
7	14.0	15
7	14.0	14
7	14.0	14
7	14.0	14
7	14.0	14
7	14.0	14
7	14.0	14
9	14.0	14
9	14.0	14
9	14.0	14
9	14.0	14
9	14.0	13
9	14.0	13
9	14.0	13
9	14.0	13
9	14.0	12
9	14.0	12
11	14.0	14
11	14.0	14
11	14.0	14
11	14.0	14
11	14.0	13
11	14.0	13
11	14.0	13
11	14.0	13
11	14.0	13
11	14.0	12
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	13
13	15.0	12
15	15.0	13
15	15.0	13
15	15.0	13
15	15.0	13
15	15.0	12
15	15.0	12
15	15.0	12
15	15.0	12
15	15.0	12
15	15.0	12
17	15.0	15
17	15.0	15
17	15.0	15
17	15.0	15
17	15.0	14
17	15.0	14
17	15.0	14
17	15.0	14
17	15.0	13
17	15.0	13
19	15.0	15
19	15.0	15
19	15.0	15
19	15.0	15
19	15.0	14
19	15.0	14
19	15.0	14
19	15.0	14
19	15.0	14
19	15.0	13
21	14.0	14
21	14.0	14
21	14.0	14
21	14.0	14
21	14.0	14
21	14.0	13
21	14.0	13
21	14.0	13
21	14.0	13
21	14.0	12
23	14.0	14
23	14.0	14
23	14.0	14
23	14.0	14
23	14.0	14
23	14.0	13
23	14.0	13
23	14.0	13
23	14.0	13
23	14.0	13
25	15.0	15
25	15.0	15
25	15.0	15
25	15.0	15
25	15.0	15
25	15.0	15
25	15.0	15
25	15.0	14
25	15.0	14
25	15.0	14
27	15.0	15
27	15.0	15
27	15.0	15
27	15.0	15
27	15.0	15
27	15.0	15
27	15.0	15
27	15.0	15
27	15.0	14
27	15.0	14
29	15.0	16
29	15.0	16
29	15.0	16
29	15.0	16
29	15.0	16
29	15.0	15
29	15.0	15
29	15.0	15
29	15.0	15
29	15.0	15
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	16
31	15.0	15
33	15.0	16
33	15.0	16
33	15.0	16
33	15.0	16
33	15.0	16
33	15.0	16
33	15.0	16
33	15.0	16
33	15.0	15
33	15.0	15
35	16.0	16
35	16.0	16
35	16.0	16
35	16.0	16
35	16.0	16
35	16.0	16
35	16.0	15
35	16.0	15
35	16.0	15
35	16.0	15
37	16.0	17
37	16.0	17
37	16.0	16
37	16.0	16
37	16.0	16
37	16.0	16
37	16.0	16
37	16.0	16
37	16.0	16
37	16.0	16
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
39	15.0	15
41	15.0	16
41	15.0	16
41	15.0	16
41	15.0	16
41	15.0	16
41	15.0	16
41	15.0	16
41	15.0	15
41	15.0	15
41	15.0	15
43	15.0	16
43	15.0	15
43	15.0	15
43	15.0	15
43	15.0	15
43	15.0	15
43	15.0	15
43	15.0	14
43	15.0	14
43	15.0	14
45	15.0	16
45	15.0	16
45	15.0	16
45	15.0	16
45	15.0	16
45	15.0	16
45	15.0	16
45	15.0	15
45	15.0	15
45	15.0	15
47	15.0	13
47	15.0	13
47	15.0	13
47	15.0	13
47	15.0	13
47	15.0	12
47	15.0	12
47	15.0	12
47	15.0	12
47	15.0	12
49	15.0	15
49	15.0	15
49	15.0	15
49	15.0	15
49	15.0	14
49	15.0	14
49	15.0	14
49	15.0	14
49	15.0	14
49	15.0	13
51	15.0	14
51	15.0	14
