1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
1	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
13	0
13	0
13	0
13	0
13	0
13	0
13	0
13	0
13	0
13	0
15	0
15	0
15	0
15	0
15	0
15	0
15	0
15	0
15	0
15	0
17	0
17	0
17	0
17	0
17	0
17	0
17	0
17	0
17	0
17	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
19	0
21	0
21	0
21	0
21	0
21	0
21	0
21	0
21	0
21	0
21	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
25	0
25	0
25	0
25	0
25	0
25	0
25	0
25	0
25	0
25	0
27	0
27	0
27	0
27	0
27	0
27	0
27	0
27	0
27	0
27	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
35	0
35	0
35	0
35	0
35	0
35	0
35	0
35	0
35	0
35	0
37	0
37	0
37	0
37	0
37	0
37	0
37	0
37	0
37	0
37	0
39	0
39	0
39	0
39	0
39	0
39	0
39	0
39	0
39	0
39	0
47	0
47	0
47	0
47	0
47	0
47	0
47	0
47	0
47	0
47	0
49	0
49	0
49	0
49	0
49	0
49	0
49	0
49	0
49	0
49	0
51	0
51	0
51	0
51	0
51	0
51	0
51	0
51	0
51	0
51	0
53	0
53	0
53	0
53	0
53	0
53	0
53	0
53	0
53	0
53	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
57	0
57	0
57	0
57	0
57	0
57	0
57	0
57	0
57	0
57	0
63	0
63	0
63	0
63	0
63	0
63	0
63	0
63	0
63	0
63	0
65	0
65	0
65	0
65	0
65	0
65	0
65	0
65	0
65	0
65	0
67	0
67	0
67	0
67	0
67	0
67	0
67	0
67	0
67	0
67	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
71	0
71	0
71	0
71	0
71	0
71	0
71	0
71	0
71	0
71	0
73	0
73	0
73	0
73	0
73	0
73	0
73	0
73	0
73	0
73	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
77	0
77	0
77	0
77	0
77	0
77	0
77	0
77	0
77	0
77	0
81	0
81	0
81	0
81	0
81	0
81	0
81	0
81	0
81	0
81	0
83	0
83	0
83	0
83	0
83	0
83	0
83	0
83	0
83	0
83	0
87	0
87	0
87	0
87	0
87	0
87	0
87	0
87	0
87	0
87	0
89	0
89	0
89	0
89	0
89	0
89	0
89	0
89	0
89	0
89	0
91	0
91	0
91	0
91	0
91	0
91	0
91	0
91	0
91	0
91	0
93	0
93	0
93	0
93	0
93	0
93	0
93	0
93	0
93	0
93	0
95	0
95	0
95	0
95	0
95	0
95	0
95	0
95	0
95	0
95	0
97	0
97	0
97	0
97	0
97	0
97	0
97	0
97	0
97	0
97	0
